Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Trail Running,2024-03-06 15:51:39,false,"Seattle Trail Running","9.90","622","01:10:09","151","171","3.6","157","234","7:05","5:16","261","262","0.90","9.6","8.6","293","50.4% L / 49.6% R","6:30","214","0.0","202","346","10,748","--","No","00:05:45.2","10","--","34","18","41","01:09:28","01:10:09","2","110"
Running,2024-03-04 16:54:38,false,"Seattle Running","7.96","442","00:50:12","141","164","3.4","164","210","6:18","4:55","104","102","0.98","9.0","8.9","271","50.3% L / 49.7% R","6:05","224","0.0","217","347","8,132","--","No","00:05:58.8","8","--","32","16","43","00:50:07","00:50:54","5","52"
Running,2024-02-29 12:25:44,false,"Seattle Running","10.23","576","01:00:44","156","176","4.3","165","229","5:56","3:53","75","71","1.02","8.4","8.8","263","51.0% L / 49.0% R","5:49","236","0.0","226","377","9,910","--","No","00:03:14.6","11","--","35","18","42","01:00:32","01:01:04","4","31"
Running,2024-02-19 17:13:30,false,"Seattle Running","6.21","328","00:39:33","137","162","3.2","164","176","6:22","4:44","78","118","0.97","8.6","8.4","268","51.1% L / 48.9% R","6:09","214","0.0","205","300","6,392","--","No","00:01:47.4","7","--","33","17","42","00:39:24","00:42:21","5","63"
Running,2024-02-17 09:09:00,false,"Higashi Ward Running","8.74","453","01:01:37","134","155","3.4","155","202","7:03","4:11","51","38","0.95","8.3","7.8","277","50.6% L / 49.4% R","6:44","198","0.0","182","386","9,230","--","No","00:05:27.2","9","--","29","15","39","01:01:06","01:07:30","0","16"
Running,2024-02-15 09:43:22,false,"Minato Ward Running","8.32","464","00:52:25","145","164","3.8","156","216","6:18","2:54","68","57","1.04","8.2","8.7","269","50.8% L / 49.2% R","6:01","225","0.0","212","357","7,992","--","No","00:02:35.5","9","--","33","17","47","00:51:42","00:58:55","8","33"
Running,2024-02-13 08:57:22,false,"Naka Ward Running","9.75","552","01:02:58","147","169","3.8","157","175","6:28","3:34","61","55","0.99","9.3","9.1","265","--","6:21","223","0.0","209","423","10,032","--","No","00:05:05.7","10","--","--","--","--","01:01:24","01:02:58","3","21"
Running,2024-02-12 08:23:07,false,"Minato Ward Running","8.02","464","00:53:26","145","168","3.7","151","176","6:40","4:21","79","78","1.02","7.9","8.1","267","50.7% L / 49.3% R","6:30","217","0.0","196","314","7,880","--","No","00:00:14.6","9","--","31","17","40","00:50:04","00:53:26","13","39"
Running,2024-02-10 16:36:28,false,"Kutchan Town Running","5.22","309","00:35:40","149","168","3.3","158","170","6:50","5:45","98","95","0.92","10.0","9.2","281","--","6:38","216","0.0","208","285","5,700","--","No","00:01:32.6","6","--","--","--","--","00:35:17","00:35:40","212","263"
Running,2024-01-31 16:32:27,false,"Minato Ward Running","5.54","320","00:40:39","138","167","3.3","144","240","7:20","4:17","79","73","0.97","9.1","9.0","280","51.3% L / 48.7% R","6:49","221","0.0","190","355","5,720","--","No","00:05:49.2","6","--","32","17","44","00:38:15","00:40:39","9","41"
Running,2024-01-23 12:48:53,false,"Seattle Running","5.61","305","00:39:34","133","163","3.0","153","173","7:03","5:10","60","66","0.93","8.4","8.0","278","50.6% L / 49.4% R","6:56","202","0.0","185","317","5,942","--","No","00:05:57.8","6","--","31","18","42","00:38:37","00:39:34","6","33"
Running,2024-01-12 13:57:26,false,"Seattle Running","10.03","549","01:00:34","148","169","3.9","166","216","6:02","4:01","66","66","1.01","8.4","8.6","268","50.9% L / 49.1% R","5:55","230","0.0","222","368","9,924","--","No","00:00:17.7","11","--","34","19","45","00:59:59","01:00:34","3","35"
Trail Running,2024-01-09 10:47:54,false,"Seattle Trail Running","9.47","550","01:00:03","153","175","4.0","162","187","6:21","4:48","201","210","0.97","9.5","9.2","268","--","6:07","240","0.0","224","356","9,790","--","No","00:03:45.4","10","--","--","--","--","00:58:58","01:00:03","59","108"
Treadmill Running,2024-01-04 17:09:03,false,"Treadmill Running","3.50","194","00:31:38","122","146","2.1","150","210","9:02","7:14","--","--","0.78","10.5","8.0","284","--","--","160","0.0","144","185","4,830","--","No","00:31:38","1","--","--","--","--","00:28:18","00:31:38","--","--"
Trail Running,2024-01-03 10:45:01,false,"King County Trail Running","11.27","696","01:43:18","134","163","3.2","139","217","9:10","3:12","539","529","0.80","10.0","8.0","320","50.2% L / 49.8% R","7:41","182","0.0","166","407","13,944","--","No","00:02:22.9","12","--","30","16","43","01:41:28","01:43:18","115","559"
Treadmill Running,2024-01-02 17:41:28,false,"Treadmill Running","7.72","297","00:52:39","120","143","2.1","150","176","6:49","5:04","--","--","0.96","8.3","8.2","272","51.0% L / 49.0% R","--","199","0.0","176","272","7,826","--","No","00:52:39","1","--","31","16","45","00:50:16","00:52:39","--","--"
Trail Running,2024-01-01 13:00:00,false,"King County Trail Running","8.72","535","01:10:18","142","166","3.2","150","190","8:04","5:05","307","297","0.85","9.8","7.9","277","--","7:15","196","0.0","179","319","10,504","--","No","00:05:24.4","9","--","33","18","40","01:09:03","01:10:18","299","437"
Treadmill Running,2023-12-28 15:28:09,false,"Treadmill Running","9.21","386","00:53:36","140","169","3.1","161","189","5:49","4:02","--","--","1.06","8.1","8.6","266","51.5% L / 48.5% R","--","233","0.0","214","339","8,576","--","No","00:53:36","1","--","32","13","43","00:50:59","00:53:36","--","--"
Running,2023-12-25 12:58:57,false,"Revelstoke Running","12.29","690","01:21:47","146","169","3.8","162","175","6:39","5:00","95","51","0.93","9.1","8.6","268","51.6% L / 48.4% R","6:33","214","0.0","202","340","13,070","--","No","00:03:00.2","13","--","32","22","45","01:20:06","01:21:47","437","495"
Running,2023-12-24 14:19:06,false,"Revelstoke Running","7.40","430","00:53:12","142","172","3.4","151","219","7:11","4:41","66","68","0.92","8.0","7.5","283","50.8% L / 49.2% R","6:57","204","0.0","176","303","7,888","--","No","00:04:20.8","8","--","33","15","43","00:51:05","00:53:12","440","498"
Running,2023-12-22 15:51:47,false,"Seattle Running","10.15","571","01:03:50","149","171","3.9","161","192","6:17","4:54","116","102","1.00","8.2","8.3","282","51.1% L / 48.9% R","6:09","220","0.0","209","344","10,180","--","No","00:01:38.5","11","--","33","16","40","01:01:58","01:03:50","5","55"
Running,2023-12-20 15:53:30,false,"Seattle Running","9.58","539","01:10:29","138","163","3.2","150","181","7:22","4:27","86","85","0.92","9.3","8.6","280","51.0% L / 49.0% R","7:11","197","0.0","181","310","10,382","--","No","00:06:07.7","10","--","29","20","41","01:06:22","01:10:29","1","29"
Running,2023-12-18 15:22:18,false,"Seattle Running","5.08","281","00:27:14","161","184","3.8","167","233","5:21","3:58","42","43","1.12","7.8","8.8","253","51.3% L / 48.7% R","5:16","261","0.0","249","359","4,480","--","No","00:01:13.1","6","--","38","19","45","00:26:44","00:28:47","5","28"
Trail Running,2023-12-17 09:52:00,false,"King County Trail Running","12.15","938","02:40:15","133","157","3.1","113","233","13:12","6:03","969","963","0.71","10.6","7.6","371","50.0% L / 50.0% R","9:06","149","0.0","131","316","17,704","--","No","00:01:07.7","13","--","31","12","44","02:28:11","02:40:15","218","1,181"
Trail Running,2023-12-15 10:54:17,false,"Issaquah Trail Running","7.79","747","01:27:35","155","175","4.3","121","223","11:14","5:13","617","610","0.73","11.3","7.9","389","49.8% L / 50.2% R","7:41","163","0.0","149","341","10,524","--","No","00:04:47.5","8","--","36","22","43","01:25:41","01:27:35","163","769"
Running,2023-12-13 15:11:00,false,"Seattle Running","5.55","303","00:38:16","133","157","3.0","154","181","6:54","4:50","72","58","0.95","8.6","8.4","272","50.2% L / 49.8% R","6:48","213","0.0","194","300","5,824","--","No","00:04:19.5","6","--","29","15","40","00:36:53","00:38:16","4","29"
Running,2023-12-09 09:02:41,false,"Los Cabos Running","5.74","430","00:58:40","145","168","3.1","110","236","10:13","4:38","230","242","0.87","9.7","7.7","277","--","9:50","226","0.0","136","1,638","7,290","--","No","00:06:21.2","6","--","--","--","--","00:50:29","00:58:40","-389","38"
Trail Running,2023-12-07 12:12:08,false,"King County Trail Running","12.58","793","01:35:17","151","173","4.0","155","197","7:35","4:47","385","380","0.86","9.8","8.5","286","50.9% L / 49.1% R","6:57","214","0.0","198","376","14,458","--","No","00:04:12.4","13","--","34","22","43","01:34:25","01:35:17","337","460"
Treadmill Running,2023-12-05 15:56:26,false,"Treadmill Running","6.47","302","00:39:55","135","146","2.5","168","177","6:10","5:23","--","--","0.96","8.3","8.2","276","51.0% L / 49.0% R","--","206","0.0","203","273","6,672","--","No","00:39:55","1","--","32","23","43","00:39:37","00:39:55","--","--"
Running,2023-12-04 12:29:50,false,"Seattle Running","7.75","444","00:52:15","143","167","3.6","157","179","6:44","4:17","62","64","0.95","8.3","8.0","277","50.7% L / 49.3% R","6:31","218","0.0","199","340","8,106","--","No","00:05:06.5","8","--","31","14","41","00:51:13","00:52:15","5","34"
Trail Running,2023-12-02 11:16:50,false,"King County Trail Run","9.07","--","01:00:59","152","171","--","--","--","6:43","2:00","268","265","--","--","--","--","--","--","--","0.0","--","--","--","--","No","01:00:59","1","--","--","--","--","01:00:56","01:00:59","200","392"
Running,2023-12-01 16:15:43,false,"Seattle Running","4.67","260","00:31:34","137","168","2.8","161","182","6:46","4:44","34","32","0.92","8.7","8.2","279","51.3% L / 48.7% R","6:42","204","0.0","194","398","5,050","--","No","00:05:15.4","5","--","29","17","36","00:31:02","00:31:34","7","30"
Running,2023-11-30 11:53:08,false,"Seattle Running","10.73","603","01:08:49","150","168","4.1","159","215","6:25","4:33","54","51","0.98","8.0","8.1","268","50.7% L / 49.3% R","6:20","216","0.0","202","348","10,846","--","No","00:05:38.8","11","--","33","16","45","01:06:00","01:08:49","5","30"
Trail Running,2023-11-28 11:18:58,false,"King County Trail Running","7.93","484","01:00:25","144","170","3.3","153","205","7:37","5:17","212","204","0.86","9.7","8.4","289","50.6% L / 49.4% R","7:06","207","0.0","193","383","9,056","--","No","00:05:48.6","8","--","31","13","42","00:58:39","01:00:25","353","459"
Running,2023-11-26 14:14:43,false,"Banff Running","11.73","728","01:30:13","145","170","3.8","148","227","7:42","5:20","127","127","0.89","8.8","7.8","292","50.8% L / 49.2% R","7:23","191","0.0","173","305","13,012","--","No","00:05:30.7","12","--","32","22","41","01:24:36","01:30:13","1,359","1,409"
Treadmill Running,2023-11-25 15:35:14,false,"Treadmill Running","3.80","220","00:34:56","127","146","2.2","140","300","9:11","6:59","--","--","0.82","10.2","8.2","282","--","--","169","0.0","143","190","4,972","--","No","00:34:56","1","--","--","--","--","00:29:16","00:34:56","--","--"
Trail Running,2023-11-24 14:33:50,false,"Banff Trail Running","7.14","511","01:04:40","148","172","3.5","137","200","9:03","5:44","333","334","0.81","9.7","7.9","321","50.4% L / 49.6% R","7:36","195","0.0","168","395","8,668","--","No","00:01:18.1","8","--","35","18","45","01:01:34","01:04:40","1,384","1,697"
Treadmill Running,2023-11-21 17:24:10,false,"Treadmill Running","3.96","202","00:30:02","127","141","2.1","159","167","7:35","6:33","--","--","0.83","10.0","8.5","291","51.1% L / 48.9% R","--","181","0.0","175","232","4,748","--","No","00:30:02","1","--","30","13","40","00:30:00","00:30:02","--","--"
Running,2023-11-20 16:22:17,false,"Seattle Running","7.78","445","00:54:36","141","163","3.4","162","183","7:01","5:33","176","175","0.89","9.1","8.2","285","50.8% L / 49.2% R","6:39","219","0.0","204","308","8,722","--","No","00:06:16.4","8","--","30","12","38","00:54:19","00:54:36","9","141"
Trail Running,2023-11-19 11:12:31,false,"King County Trail Running","6.12","396","00:47:05","151","179","3.4","149","202","7:41","5:18","123","121","0.88","9.2","8.1","306","50.1% L / 49.9% R","7:26","205","0.0","184","304","6,858","--","No","00:04:26.0","7","--","34","20","42","00:43:18","00:47:33","359","449"
Running,2023-11-18 10:20:40,false,"Seattle Running","6.02","353","00:41:31","146","163","3.3","155","240","6:54","4:44","51","54","0.95","8.4","8.0","284","50.7% L / 49.3% R","6:45","203","0.0","190","327","6,360","--","No","00:00:18.4","7","--","35","18","42","00:39:52","00:41:31","6","32"
Running,2023-11-16 13:27:18,false,"Seattle Running","5.04","289","00:33:08","138","156","3.1","159","176","6:34","5:39","53","43","0.96","8.6","8.4","281","50.5% L / 49.5% R","6:22","213","0.0","204","292","5,218","--","No","00:00:59.5","6","--","32","26","40","00:32:21","00:33:08","5","31"
Trail Running,2023-11-09 12:10:55,false,"Bellevue Trail Running","9.94","614","01:17:31","143","169","3.6","151","206","7:48","5:14","346","342","0.86","9.4","8.1","286","50.7% L / 49.3% R","6:59","210","0.0","188","383","11,540","--","No","00:06:02.4","10","--","32","15","44","01:15:47","01:17:31","170","405"
Running,2023-11-07 11:41:40,false,"Seattle Running","8.41","466","00:57:10","139","171","3.2","158","181","6:48","4:44","127","122","0.94","9.4","9.0","276","50.5% L / 49.5% R","6:33","222","0.0","208","409","8,888","--","No","00:03:44","9","--","28","15","38","00:56:19","00:57:10","12","49"
Trail Running,2023-11-06 12:19:20,false,"Issaquah Trail Running","11.68","719","01:31:54","147","171","3.5","154","218","7:52","5:12","264","272","0.85","10.0","8.5","296","50.3% L / 49.7% R","7:12","201","0.0","188","335","13,842","--","No","00:05:51.2","12","--","33","19","42","01:30:24","01:31:54","48","181"
Trail Running,2023-11-04 12:19:14,false,"Issaquah Trail Running","7.56","668","01:23:06","149","172","3.9","127","198","11:00","5:38","626","611","0.84","9.8","6.9","283","--","7:28","168","0.0","149","312","10,818","--","No","00:03:57.7","8","--","34","19","44","01:22:29","01:23:06","161","787"
Running,2023-11-03 17:44:56,false,"Seattle Running","4.68","264","00:35:03","131","166","2.9","140","190","7:30","4:59","79","77","0.96","8.9","8.7","277","50.5% L / 49.5% R","7:11","218","0.0","183","347","4,804","--","No","00:05:59.8","5","--","28","16","38","00:31:19","00:35:03","6","42"
Treadmill Running,2023-11-02 16:40:27,false,"Treadmill Running","5.18","331","01:05:31","117","131","2.0","110","212","12:39","8:23","--","--","0.72","9.7","7.2","494","50.3% L / 49.7% R","--","90","0.0","87","142","7,110","--","No","01:05:31","1","--","28","16","40","01:04:30","01:05:31","--","--"
Running,2023-11-01 17:14:29,false,"Seattle Running","8.64","473","01:02:14","135","158","3.2","150","172","7:12","5:05","81","78","0.92","8.8","8.2","278","50.4% L / 49.6% R","7:04","201","0.0","183","296","9,214","--","No","00:06:01.9","9","--","27","14","40","01:00:10","01:02:14","3","30"
Treadmill Running,2023-10-31 17:23:53,false,"Treadmill Running","4.53","200","00:32:11","122","144","2.1","154","171","7:07","5:33","--","--","0.91","9.5","8.7","290","51.1% L / 48.9% R","--","197","0.0","184","245","4,910","--","No","00:32:11","1","--","32","14","43","00:31:15","00:32:11","--","--"
Running,2023-10-30 16:40:22,false,"Seattle Running","8.21","459","00:54:22","144","172","3.7","148","240","6:37","4:08","113","92","1.05","8.0","8.5","275","50.5% L / 49.5% R","6:23","233","0.0","205","367","7,890","--","No","00:01:56.1","9","--","31","15","42","00:49:09","00:54:22","6","56"
Running,2023-10-27 10:43:10,false,"Austin Running","18.64","1,049","02:32:07","140","171","4.1","143","179","8:10","5:32","148","147","0.85","8.4","7.4","294","51.2% L / 48.8% R","8:07","181","0.0","155","310","21,536","--","No","00:06:20.7","19","--","32","18","45","02:29:43","02:32:07","127","156"
Running,2023-10-26 15:40:24,false,"Austin Running","7.93","469","01:03:21","141","172","3.4","136","192","8:00","5:07","64","61","0.91","9.2","8.6","281","50.7% L / 49.3% R","7:51","205","0.0","171","313","8,490","--","No","00:06:15.1","8","--","32","15","46","00:58:27","01:03:21","130","159"
Treadmill Running,2023-10-20 10:36:10,false,"Treadmill Running","3.79","242","00:30:29","139","156","2.9","155","180","8:03","6:55","--","--","0.82","10.1","8.2","281","--","--","175","0.0","162","194","4,780","--","No","00:30:29","1","--","--","--","--","00:28:11","00:30:29","--","--"
Running,2023-10-19 16:50:01,false,"Seattle Running","10.40","582","01:07:01","148","167","3.9","157","213","6:27","5:12","63","73","0.99","8.9","9.0","271","50.3% L / 49.7% R","6:21","221","0.0","209","360","10,426","--","No","00:04:55.8","11","--","32","15","41","01:05:38","01:07:02","4","36"
Running,2023-10-16 12:44:32,false,"Seattle Running","8.45","478","00:59:34","142","167","3.4","149","183","7:03","5:17","114","105","0.96","9.5","9.2","292","50.3% L / 49.7% R","6:46","227","0.0","205","367","8,758","--","No","00:06:01.8","9","--","28","15","41","00:54:59","00:59:34","6","33"
Running,2023-10-10 11:18:38,false,"Seattle Running","10.12","574","01:03:16","150","173","4.1","160","175","6:15","4:51","19","17","1.00","8.6","8.8","266","51.0% L / 49.0% R","6:14","218","0.0","209","287","10,026","--","No","00:01:51.7","11","--","33","15","44","01:02:41","01:03:16","47","55"
Trail Running,2023-10-05 11:08:43,false,"King County Trail Running","12.45","1,227","03:50:27","130","169","3.4","84","248","18:31","5:47","908","905","0.65","12.3","7.8","488","50.4% L / 49.6% R","14:54","130","0.0","90","377","18,534","--","No","00:06:27.2","13","--","30","13","43","02:49:28","03:50:27","936","1,787"
Running,2023-10-04 16:32:39,false,"Seattle Running","5.01","284","00:33:45","141","157","3.1","158","174","6:44","4:33","48","44","0.96","9.4","8.9","269","50.1% L / 49.9% R","6:36","216","0.0","204","306","5,270","--","No","00:00:10.4","6","--","32","19","43","00:32:48","00:33:45","4","28"
Running,2023-10-03 15:45:52,false,"Seattle Running","10.13","567","01:05:38","145","168","3.8","155","184","6:29","4:51","115","119","1.01","8.7","8.9","268","50.5% L / 49.5% R","6:22","227","0.0","210","351","10,040","--","No","00:01:17.2","11","--","33","17","42","01:01:17","01:05:38","12","53"
Trail Running,2023-09-30 12:42:08,false,"King County Trail Running","17.01","1,031","02:15:28","149","172","4.0","159","208","7:58","4:59","439","427","0.80","10.1","8.2","297","50.2% L / 49.8% R","7:27","200","0.0","189","308","21,184","--","No","00:00:14.7","18","--","33","19","42","02:13:13","02:15:28","340","458"
Running,2023-09-28 16:19:21,false,"Seattle - Hill Sprints","7.38","470","01:14:00","132","169","3.1","126","206","10:01","3:35","217","206","0.93","9.6","7.5","280","--","9:31","189","0.0","143","592","8,962","--","No","00:00:01.0","41","--","29","15","43","01:08:33","01:14:54","10","52"
Running,2023-09-27 16:15:59,false,"Seattle Running","10.15","569","01:03:53","150","170","4.1","157","183","6:18","5:00","56","59","1.02","8.6","9.0","265","50.6% L / 49.4% R","6:14","224","0.0","211","295","9,890","--","No","00:02:53.0","11","--","32","14","43","01:01:26","01:03:53","5","34"
Treadmill Running,2023-09-26 17:47:34,false,"Treadmill Running","4.48","227","00:30:13","135","152","2.7","149","167","6:44","5:28","--","--","0.99","9.3","9.4","276","51.5% L / 48.5% R","--","215","0.0","195","270","4,460","--","No","00:30:13","1","--","31","19","40","00:29:05","00:30:13","--","--"
Treadmill Running,2023-09-25 18:05:37,false,"Treadmill Running","5.91","291","00:46:04","132","151","2.8","150","168","7:48","3:45","--","--","0.85","10.5","9.1","290","51.1% L / 48.9% R","--","189","0.0","175","378","6,876","--","No","00:46:04","1","--","30","13","41","00:44:56","00:46:04","--","--"
Running,2023-09-23 17:06:56,false,"Seattle Running","4.35","254","00:30:34","141","164","2.8","159","166","7:01","5:44","55","56","0.91","10.0","9.3","277","50.3% L / 49.7% R","6:47","211","0.0","206","317","4,800","--","No","00:02:42.0","5","--","30","19","38","00:30:24","00:30:34","4","32"
Trail Running,2023-09-21 12:56:25,false,"King County Trail Running","10.39","634","01:21:32","145","168","3.4","155","174","7:51","5:30","236","230","0.83","10.2","8.6","294","50.7% L / 49.3% R","7:23","199","0.0","190","309","12,498","--","No","00:03:15.9","11","--","33","18","41","01:20:59","01:21:32","296","407"
Running,2023-09-20 13:23:53,false,"Seattle Running","5.58","313","00:34:02","148","170","3.5","159","218","6:06","4:46","59","72","1.04","8.2","8.7","274","50.3% L / 49.7% R","6:01","233","0.0","220","347","5,350","--","No","00:03:58.3","6","--","35","13","46","00:33:16","00:34:02","7","33"
Trail Running,2023-09-14 11:52:50,false,"Helena Trail Running","6.01","510","01:08:19","145","167","3.8","113","231","11:22","5:07","422","424","0.89","9.7","7.0","292","--","8:41","166","0.0","131","326","8,240","--","No","00:00:08.7","7","--","--","--","--","01:03:12","01:08:19","1,249","1,666"
Running,2023-09-09 11:26:10,false,"Seattle Running","5.62","321","00:35:55","148","174","3.5","157","173","6:23","5:05","63","64","1.01","9.1","9.2","268","50.2% L / 49.8% R","6:14","231","0.0","217","352","5,586","--","No","00:04:21.7","6","--","35","17","43","00:34:36","00:35:55","5","32"
Running,2023-08-31 16:18:15,false,"Seattle Running","9.48","562","01:06:23","148","168","3.6","156","176","7:00","5:07","99","94","0.92","9.3","8.7","281","50.2% L / 49.8% R","6:54","208","0.0","196","312","10,232","--","No","00:05:29.8","10","--","35","19","48","01:03:47","01:06:23","4","58"
Trail Running,2023-08-30 16:33:21,false,"Seattle Trail Running","4.36","279","00:30:05","158","180","3.4","157","189","6:54","4:01","91","92","0.98","9.2","9.2","269","50.4% L / 49.6% R","6:21","236","0.0","218","369","4,682","--","No","00:03:54.2","5","--","37","19","42","00:28:58","00:30:05","68","107"
Running,2023-08-25 12:35:39,false,"Seattle Running","5.35","321","00:37:01","149","171","3.2","160","171","6:55","5:16","49","50","0.91","8.8","8.2","278","50.0% L / 50.0% R","6:47","199","0.0","192","302","5,850","--","No","00:03:44.4","6","--","38","17","47","00:36:56","00:37:01","8","30"
Running,2023-08-22 10:31:03,false,"Sydney Running","8.81","567","01:03:48","158","176","4.1","149","200","7:14","4:24","158","172","0.94","9.5","8.7","275","--","6:58","214","0.0","192","350","9,752","--","No","00:05:38.4","9","--","--","--","--","01:02:39","01:03:48","2","61"
Trail Running,2023-08-17 12:00:15,false,"Tennent Trail Running","13.72","1,060","02:24:52","150","173","4.4","107","208","10:34","5:22","797","796","0.80","9.6","7.1","293","--","8:28","158","0.0","124","329","18,098","--","No","00:06:04.1","14","--","--","--","--","02:18:51","02:33:09","605","1,389"
Trail Running,2023-08-15 12:44:57,false,"Paddys River Trail Running","11.42","809","01:59:16","138","171","3.5","104","231","10:27","4:16","439","440","0.84","9.2","7.5","280","--","9:29","153","0.0","117","304","14,130","--","No","00:04:01.2","12","--","--","--","--","01:43:09","02:33:48","690","1,068"
Running,2023-08-03 14:56:32,false,"Seattle Running","5.71","332","00:45:18","138","165","3.1","130","238","7:56","4:48","60","60","0.93","8.7","8.0","279","--","7:47","187","0.0","155","316","6,164","--","No","00:06:04.3","6","--","--","--","--","00:43:41","00:45:19","7","33"
Trail Running,2023-07-31 14:13:10,false,"Seattle Trail Running","4.97","284","00:42:15","131","165","2.8","132","173","8:30","5:42","109","116","0.86","9.6","8.0","286","--","8:13","185","0.0","152","293","5,908","--","No","00:07:15.6","5","--","--","--","--","00:40:56","00:42:15","63","110"
Trail Running,2023-07-18 08:12:21,false,"City of Edinburgh Trail Running","7.56","532","01:35:18","124","164","3.0","92","250","12:36","4:25","350","335","0.84","8.7","6.8","293","--","10:43","147","0.0","99","310","9,894","--","No","00:06:54.6","8","--","--","--","--","01:18:03","01:35:18","37","257"
Running,2023-07-17 09:15:43,false,"Camden Running","6.16","344","00:44:55","132","152","3.2","139","231","7:18","4:15","35","31","0.99","8.9","8.7","264","--","6:58","210","0.0","182","322","6,518","--","No","00:01:28.4","7","--","--","--","--","00:42:38","00:44:55","7","36"
Running,2023-07-16 16:55:10,false,"Camden Running","5.36","314","00:36:24","148","170","3.4","145","220","6:48","3:52","58","58","0.98","9.1","8.9","264","--","6:40","212","0.0","191","378","5,596","--","No","00:02:32.3","6","--","--","--","--","00:34:52","00:36:24","-35","38"
Trail Running,2023-07-12 14:56:50,false,"King County Trail Running","6.37","472","00:59:54","148","168","3.4","131","198","9:24","5:27","275","285","0.85","9.8","7.5","279","--","7:46","172","0.0","151","285","8,126","--","No","00:03:09.1","7","--","--","--","--","00:57:59","00:59:54","301","583"
Running,2023-07-10 12:42:39,false,"Seattle Running","5.57","315","00:39:04","143","166","3.4","150","171","7:01","4:44","62","61","0.94","9.2","8.7","270","--","6:52","210","0.0","190","278","5,930","--","No","00:06:08.4","6","--","--","--","--","00:38:16","00:39:04","4","30"
Running,2023-07-07 12:35:26,false,"Seattle Running","4.99","261","00:52:30","111","151","2.2","110","169","10:31","5:50","60","68","0.79","8.3","6.5","276","--","10:17","131","0.0","99","244","6,330","--","No","00:06:46.0","5","--","--","--","--","00:52:15","00:52:30","7","30"
Running,2023-06-26 16:56:05,false,"Seattle Running","5.00","292","00:34:29","144","166","3.2","153","212","6:54","4:51","47","41","0.94","9.6","9.0","272","--","6:48","207","0.0","193","273","5,362","--","No","00:00:03.0","6","--","--","--","--","00:33:22","00:34:29","5","30"
Treadmill Running,2023-06-13 18:45:29,false,"Treadmill Running","4.02","223","00:30:21","132","147","2.4","165","172","7:32","7:00","--","--","0.81","10.2","8.3","279","--","--","174","0.0","172","193","5,026","--","No","00:30:21","1","--","--","--","--","00:29:57","00:30:21","--","--"
Running,2023-06-06 19:26:47,false,"Seattle Running","2.91","153","00:31:40","104","142","1.4","118","168","10:54","5:54","43","36","0.79","8.0","6.3","281","--","10:33","121","0.0","98","227","3,772","--","No","00:09:05.0","3","--","--","--","--","00:30:30","00:31:40","12","52"
Running,2023-05-22 08:48:06,false,"Los Cabos Running","6.99","406","00:52:30","143","167","3.2","144","176","7:31","5:28","12","12","0.92","--","--","--","--","7:28","194","0.0","165","277","7,896","--","No","00:05:48.1","7","--","--","--","--","00:52:04","00:52:30","-0","5"
Trail Running,2023-05-19 08:59:04,false,"Los Cabos Trail Running","6.57","366","01:16:48","119","155","2.1","97","247","11:41","6:33","33","34","0.91","--","--","--","--","11:38","124","0.0","82","233","9,292","--","No","00:06:22.4","7","--","--","--","--","01:14:22","01:16:48","2","11"
Treadmill Running,2023-05-17 08:41:31,false,"Treadmill ","5.28","407","00:53:59","140","157","3.2","122","229","10:13","4:45","1","4","0.79","--","--","--","--","--","147","0.0","110","270","6,672","--","No","00:06:41.0","6","--","--","--","--","00:49:24","00:53:59","134","137"
Running,2023-05-16 08:36:24,false,"Los Cabos Running","7.06","421","00:53:34","141","160","3.2","140","247","7:35","5:26","25","188","0.94","--","--","--","--","7:30","191","0.0","162","266","7,732","--","No","00:02:11.7","8","--","--","--","--","00:50:52","00:53:34","-305","148"
Treadmill Running,2023-05-15 07:37:01,false,"Treadmill Running","6.27","406","01:00:49","130","161","3.0","140","177","9:42","6:43","--","--","0.74","--","--","--","--","--","151","0.0","127","199","8,650","--","No","01:00:49","1","--","--","--","--","00:55:43","01:00:49","--","--"
Trail Running,2023-05-10 18:42:39,false,"King County Trail Running","8.16","514","00:58:45","153","172","3.5","167","195","7:12","5:05","284","277","0.84","9.9","8.4","281","50.9% L / 49.1% R","6:29","217","0.0","207","346","9,682","--","No","00:00:53.3","9","--","35","19","42","00:58:43","00:58:45","200","398"
Running,2023-05-09 16:58:42,false,"Seattle Running","5.56","303","00:38:51","133","154","2.8","150","176","6:59","4:50","59","57","0.95","--","--","--","--","6:52","209","0.0","187","291","5,922","--","No","00:04:38.0","6","--","--","--","--","00:37:25","00:38:51","5","29"
Trail Running,2023-05-07 11:36:25,false,"King County Trail Running","21.44","1,319","03:20:47","140","173","3.9","139","221","9:22","5:22","536","517","0.77","--","--","--","--","8:54","169","0.0","146","288","29,224","--","No","00:03:56.2","22","--","--","--","--","03:08:05","03:20:47","322","462"
