Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2022-07-16 16:39:47,false,"Seattle Running","5.48","283","00:33:45","147","166","3.3","160","172","6:10","4:50","50","50","1.01","--","--","--","--","--","--","0.0","--","--","5,476","25.0","No","00:33:45","1","28.0","--","--","--","00:33:32","00:36:09","1,174","1,199"
Running,2022-07-15 17:04:42,false,"Seattle Running","6.08","324","00:41:17","141","173","3.1","158","171","6:47","4:42","119","121","0.93","--","--","--","--","--","--","0.0","--","--","6,666","27.0","No","00:41:17","1","29.0","--","--","--","00:41:08","00:41:55","1,192","1,295"
Running,2022-07-12 08:08:36,false,"Seattle Running","4.25","207","00:39:59","114","144","1.4","124","184","9:24","4:59","59","57","0.86","--","--","--","--","--","--","0.0","--","--","5,580","25.0","No","00:39:59","1","28.0","--","--","--","00:39:35","00:42:51","1,174","1,209"
Running,2022-07-06 18:15:47,false,"Seattle Running","6.23","326","00:39:28","146","168","3.5","161","224","6:20","4:54","63","58","0.98","--","--","--","--","--","--","0.0","--","--","6,428","25.0","No","00:39:28","1","28.0","--","--","--","00:39:17","00:40:44","1,173","1,198"
Running,2022-07-02 12:39:21,false,"Seattle Running","16.29","833","01:46:57","143","166","3.5","156","174","6:34","1:16","84","56","0.98","--","--","--","--","--","--","0.0","--","--","16,854","24.0","No","01:46:57","1","29.0","--","--","--","01:46:38","02:34:52","1,181","1,218"
Running,2022-06-30 13:10:42,false,"Seattle Running","4.08","206","00:31:54","128","154","2.4","141","182","7:49","4:43","69","60","0.91","--","--","--","--","--","--","0.0","--","--","4,642","25.0","No","00:31:54","1","30.0","--","--","--","00:31:36","00:33:36","1,176","1,220"
Running,2022-06-29 12:25:26,false,"Seattle Running","3.85","204","00:24:31","149","163","3.0","162","227","6:22","4:54","46","27","0.97","--","--","--","--","--","--","0.0","--","--","4,062","21.0","No","00:24:31","1","26.0","--","--","--","00:24:12","00:28:04","73","103"
Running,2022-06-22 18:36:30,false,"Seattle Running","4.06","218","00:26:37","145","164","3.0","160","171","6:33","1:26","81","57","0.96","--","--","--","--","--","--","0.0","--","--","4,306","20.0","No","00:26:37","1","23.0","--","--","--","00:26:23","00:27:39","1,187","1,260"
Running,2022-06-16 17:40:05,false,"Seattle Running","10.59","533","01:25:52","131","162","3.6","141","177","8:06","4:51","62","53","0.87","--","--","--","--","--","--","0.0","--","--","12,350","25.0","No","01:25:52","1","31.0","--","--","--","01:25:29","01:28:14","1,174","1,201"
Running,2022-06-08 17:25:04,false,"Seattle Running","4.55","247","00:36:00","132","160","3.3","142","171","7:55","5:31","8","8","0.89","--","--","--","--","--","--","0.0","--","--","5,220","23.0","No","00:36:00","1","30.0","--","--","--","00:35:57","00:36:00","19","26"
Running,2022-05-27 07:47:25,false,"Seattle Running","5.54","283","00:45:41","125","154","2.5","139","172","8:15","5:30","73","78","0.87","--","--","--","--","--","--","0.0","--","--","6,494","16.0","No","00:45:41","1","27.0","--","--","--","00:45:32","00:47:23","653","736"
Running,2022-04-29 14:21:58,false,"Seattle Running","5.27","289","00:37:21","140","162","3.1","151","230","7:05","4:46","67","57","0.94","--","--","--","--","--","--","0.0","--","--","5,746","21.0","No","00:37:21","1","27.0","--","--","--","00:37:10","00:38:11","1,179","1,221"
Running,2022-04-26 14:37:24,false,"Seattle Running","5.41","253","00:39:16","130","148","2.1","149","174","7:16","4:58","59","60","0.92","--","--","--","--","--","--","0.0","--","--","5,894","18.0","No","00:39:16","1","25.0","--","--","--","00:39:02","00:40:08","1,171","1,196"
Running,2022-04-21 12:21:13,false,"Seattle Running","6.27","325","00:37:53","151","170","3.6","160","180","6:02","4:15","69","67","1.04","--","--","--","--","--","--","0.0","--","--","6,210","16.0","No","00:37:53","1","26.0","--","--","--","00:37:44","00:38:37","1,179","1,207"
Treadmill Running,2022-04-20 17:38:37,false,"Treadmill Running","4.87","378","01:00:31","126","149","2.6","103","157","12:26","7:14","--","--","0.78","--","--","--","--","--","--","0.0","--","--","7,040","24.0","No","00:09:04.7","5","28.0","--","--","--","00:51:02","01:00:31","--","--"
Running,2022-04-19 07:41:13,false,"Seattle Running","6.11","317","00:44:15","139","159","2.8","149","178","7:14","4:33","135","138","0.92","--","--","--","--","--","--","0.0","--","--","6,688","14.0","No","00:44:15","1","28.0","--","--","--","00:44:07","00:44:24","1,206","1,331"
Running,2022-04-15 13:10:00,false,"Seattle Running","5.46","277","00:32:21","149","169","3.5","166","176","5:55","4:33","49","57","1.02","--","--","--","--","--","--","0.0","--","--","5,518","16.0","No","00:32:21","1","26.0","--","--","--","00:32:09","00:33:22","1,172","1,198"
Running,2022-04-14 08:18:39,false,"Seattle Running","8.04","447","00:58:01","147","177","3.6","151","248","7:13","4:41","86","91","0.92","--","--","--","--","--","--","0.0","--","--","8,996","10.0","No","00:58:01","1","27.0","--","--","--","00:57:39","01:00:59","1,162","1,204"
Running,2022-04-12 07:33:17,false,"Seattle Running","6.72","374","00:42:32","151","166","4.0","168","176","6:20","4:48","67","77","0.94","--","--","--","--","--","--","0.0","--","--","7,240","12.0","No","00:42:32","1","28.0","--","--","--","00:42:16","00:43:31","1,172","1,215"
Running,2022-04-06 12:37:16,false,"Seattle Running","5.53","295","00:35:23","149","173","3.8","152","176","6:24","2:15","61","52","1.03","--","--","--","--","--","--","0.0","--","--","5,526","21.0","No","00:35:23","1","26.0","--","--","--","00:35:08","00:36:56","1,177","1,207"
Treadmill Running,2022-04-05 19:03:52,false,"Treadmill Running","4.22","220","00:30:24","136","175","3.0","144","171","7:13","4:45","--","--","0.95","--","--","--","--","--","--","0.0","--","--","4,490","22.0","No","00:03:17.7","5","26.0","--","--","--","00:26:33","00:30:24","--","--"
Running,2022-04-04 12:41:28,false,"Seattle Running","3.14","153","00:22:20","127","144","2.2","152","176","7:06","4:27","64","70","0.92","--","--","--","--","--","--","0.0","--","--","3,520","17.0","No","00:22:20","1","26.0","--","--","--","00:22:05","00:23:48","187","239"
Running,2022-03-24 13:05:22,false,"Seattle Running","3.49","203","00:28:12","133","162","2.4","138","235","8:05","5:01","60","49","0.90","--","--","--","--","--","--","0.0","--","--","3,988","19.0","No","00:28:12","1","25.0","--","--","--","00:27:59","00:29:44","1,347","1,389"
Running,2022-03-10 13:35:59,false,"Seattle Running","6.07","335","00:38:46","151","168","3.6","158","189","6:23","5:01","125","119","0.99","--","--","--","--","--","--","0.0","--","--","6,246","14.0","No","00:38:46","1","28.0","--","--","--","00:38:35","00:39:34","1,192","1,283"
Running,2022-03-09 11:51:05,false,"Seattle Running","3.08","152","00:28:31","109","144","1.7","129","177","9:15","4:54","47","44","0.84","--","--","--","--","--","--","0.0","--","--","3,818","16.0","No","00:28:31","1","27.0","--","--","--","00:28:23","00:35:37","1,174","1,198"
Running,2022-03-07 12:57:58,false,"Seattle Running","5.44","267","00:31:20","145","162","3.3","167","181","5:46","4:47","58","61","1.04","--","--","--","--","--","--","0.0","--","--","5,316","14.0","No","00:31:20","1","26.0","--","--","--","00:30:58","00:32:28","-243","-217"
Running,2022-03-04 17:28:29,false,"Seattle Running","6.21","352","00:39:45","153","170","3.5","161","174","6:24","1:42","131","133","0.97","--","--","--","--","--","--","0.0","--","--","6,498","13.0","No","00:39:45","1","25.0","--","--","--","00:39:28","00:40:30","1,182","1,300"
Running,2022-03-03 12:34:53,false,"Seattle Running","5.51","287","00:31:50","153","171","3.5","166","178","5:47","4:18","52","51","1.04","--","--","--","--","--","--","0.0","--","--","5,346","15.0","No","00:31:50","1","28.0","--","--","--","00:31:43","00:32:39","1,171","1,199"
Running,2022-03-01 17:34:18,false,"Seattle Running","5.50","289","00:39:10","138","160","2.8","151","175","7:07","3:09","97","138","0.93","--","--","--","--","--","--","0.0","--","--","6,496","17.0","No","00:39:10","1","27.0","--","--","--","00:38:44","00:44:19","14","123"
Running,2022-02-22 17:41:21,false,"Seattle Running","6.18","350","00:38:32","156","176","4.1","163","174","6:14","4:29","69","67","0.99","--","--","--","--","--","--","0.0","--","--","6,428","6.0","No","00:38:32","1","24.0","--","--","--","00:38:01","00:42:24","1,170","1,197"
Treadmill Running,2022-02-21 16:37:23,false,"Treadmill Running","2.81","156","00:18:12","146","168","2.8","147","187","6:28","5:05","--","--","1.05","--","--","--","--","--","--","0.0","--","--","2,738","23.0","No","00:05:25.8","3","25.0","--","--","--","00:15:30","00:18:12","--","--"
Running,2022-02-20 17:04:43,false,"Seattle Running","5.94","323","00:40:09","143","162","3.2","163","184","6:46","4:58","125","124","0.91","--","--","--","--","--","--","0.0","--","--","6,614","12.0","No","00:40:09","1","26.0","--","--","--","00:40:05","00:40:18","-500","-500"
Running,2022-02-13 16:54:37,false,"Teton County Running","4.88","285","00:32:47","149","170","3.4","153","220","6:43","4:44","19","14","0.97","--","--","--","--","--","--","0.0","--","--","5,410","10.0","No","00:32:47","1","24.0","--","--","--","00:32:16","00:37:37","1,248","1,260"
Running,2022-02-10 12:15:50,false,"Seattle Running","7.62","331","00:53:35","127","165","2.7","118","176","7:02","2:58","74","65","1.21","--","--","--","--","--","--","0.0","--","--","6,644","15.0","No","00:53:35","1","27.0","--","--","--","00:53:11","01:13:23","-127","-83"
Treadmill Running,2022-02-08 18:30:02,false,"Treadmill Running","2.29","132","00:16:04","141","161","2.6","140","168","7:01","5:20","--","--","1.01","--","--","--","--","--","--","0.0","--","--","2,330","23.0","No","00:01:46.3","3","26.0","--","--","--","00:13:56","00:16:04","--","--"
Running,2022-02-04 14:51:58,false,"Seattle Running","5.53","308","00:34:52","154","169","3.4","163","173","6:19","4:54","51","57","0.97","--","--","--","--","--","--","0.0","--","--","5,766","14.0","No","00:34:52","1","27.0","--","--","--","00:34:35","00:37:37","388","416"
Running,2022-02-01 07:51:56,false,"Seattle Running","5.72","301","00:43:18","136","164","2.8","144","175","7:34","4:58","52","56","0.92","--","--","--","--","--","--","0.0","--","--","6,338","13.0","No","00:43:18","1","26.0","--","--","--","00:43:02","00:45:15","1,171","1,197"
Running,2022-01-27 12:00:24,false,"Seattle Running","5.68","315","00:39:36","144","162","3.0","150","227","6:58","4:45","50","52","0.96","--","--","--","--","--","--","0.0","--","--","6,084","11.0","No","00:39:36","1","26.0","--","--","--","00:39:20","00:40:42","1,174","1,199"
Running,2022-01-26 12:17:06,false,"Seattle Running","5.17","243","00:33:12","134","168","2.9","161","211","6:25","4:33","94","99","0.96","--","--","--","--","--","--","0.0","--","--","5,568","11.0","No","00:33:12","1","25.0","--","--","--","00:32:51","00:36:43","1,172","1,234"
Running,2022-01-25 17:06:43,false,"Seattle Running","5.45","315","00:35:37","153","184","3.7","157","174","6:32","4:43","55","58","0.98","--","--","--","--","--","--","0.0","--","--","5,740","10.0","No","00:35:37","1","25.0","--","--","--","00:35:14","00:37:12","-500","-500"
Treadmill Running,2022-01-24 17:58:11,false,"Treadmill Running","5.24","260","00:37:08","134","154","3.0","136","173","7:05","4:35","--","--","1.01","--","--","--","--","--","--","0.0","--","--","5,184","24.0","No","00:05:41.2","6","28.0","--","--","--","00:30:12","00:37:08","--","--"
Running,2022-01-13 12:13:35,false,"Seattle Running","6.44","308","00:40:04","140","168","3.0","159","178","6:13","4:22","63","73","1.01","--","--","--","--","--","--","0.0","--","--","6,538","17.0","No","00:40:04","1","26.0","--","--","--","00:39:41","00:49:13","1,166","1,212"
Running,2022-01-12 17:11:24,false,"Seattle Running","5.49","298","00:33:54","154","167","3.6","164","173","6:11","4:53","52","53","0.99","--","--","--","--","--","--","0.0","--","--","5,630","16.0","No","00:33:54","1","25.0","--","--","--","00:33:41","00:34:34","1,171","1,197"
Treadmill Running,2022-01-11 18:29:03,false,"Treadmill Running","5.02","318","00:47:11","136","162","3.4","112","173","9:23","5:07","--","--","0.90","--","--","--","--","--","--","0.0","--","--","5,512","23.0","No","00:06:02.2","6","28.0","--","--","--","00:31:58","00:47:11","--","--"
Running,2022-01-10 17:16:43,false,"Seattle Running","6.64","344","00:44:00","144","167","3.0","154","172","6:38","4:45","120","110","0.98","--","--","--","--","--","--","0.0","--","--","7,038","13.0","No","00:44:00","1","26.0","--","--","--","00:43:37","00:50:39","1,183","1,251"
Treadmill Running,2022-01-07 18:00:03,false,"Treadmill Running","6.00","293","00:38:03","142","167","3.4","149","174","6:21","4:39","--","--","1.05","--","--","--","--","--","--","0.0","--","--","5,732","23.0","No","00:05:09.1","6","27.0","--","--","--","00:35:44","00:38:03","--","--"
Running,2022-01-05 08:24:16,false,"Seattle Running","5.49","295","00:36:33","146","168","3.2","159","184","6:40","4:51","52","59","0.94","--","--","--","--","--","--","0.0","--","--","5,944","14.0","No","00:36:33","1","28.0","--","--","--","00:36:21","00:39:14","620","652"
Treadmill Running,2022-01-04 18:05:57,false,"Treadmill Running","6.84","334","00:44:23","143","170","3.8","146","173","6:29","4:50","--","--","1.04","--","--","--","--","--","--","0.0","--","--","6,546","23.0","No","00:05:19.1","7","28.0","--","--","--","00:39:58","00:44:23","--","--"
Treadmill Running,2022-01-03 18:16:13,false,"Treadmill Running","5.85","281","00:35:25","145","168","3.4","155","174","6:03","4:50","--","--","1.06","--","--","--","--","--","--","0.0","--","--","5,566","23.0","No","00:05:13.0","6","27.0","--","--","--","00:33:53","00:35:25","--","--"
Running,2021-12-23 12:31:37,false,"Seattle Running","7.34","400","00:45:27","153","170","4.0","168","232","6:11","4:41","80","78","0.96","--","--","--","--","--","--","0.0","--","--","7,684","14.0","No","00:45:27","1","23.0","--","--","--","00:45:21","00:46:25","1,175","1,220"
Running,2021-12-21 12:56:23,false,"Seattle Running","5.40","288","00:33:50","148","169","3.6","167","174","6:16","4:59","58","53","0.96","--","--","--","--","--","--","0.0","--","--","5,738","12.0","No","00:33:50","1","25.0","--","--","--","00:33:42","00:34:45","-153","-124"
Running,2021-12-17 12:19:19,false,"Seattle Running","4.91","245","00:31:38","141","160","3.0","165","178","6:27","4:56","49","47","0.94","--","--","--","--","--","--","0.0","--","--","5,378","15.0","No","00:31:38","1","26.0","--","--","--","00:31:23","00:33:58","40","69"
Running,2021-12-13 14:30:25,false,"Sydney Running","5.25","281","00:33:25","150","174","3.8","153","176","6:22","1:18","37","38","1.03","--","--","--","--","--","--","0.0","--","--","5,250","24.0","No","00:33:25","1","30.0","--","--","--","00:33:21","00:33:55","36","49"
Running,2021-12-12 10:06:56,false,"Canberra Running","6.87","384","00:44:14","153","172","4.1","160","174","6:26","4:47","33","28","0.97","--","--","--","--","--","--","0.0","--","--","7,154","23.0","No","00:44:14","1","28.0","--","--","--","00:44:07","00:44:47","561","573"
Running,2021-12-08 12:29:42,false,"Canberra Running","5.43","299","00:39:33","142","164","3.1","147","237","7:17","5:14","79","75","0.93","--","--","--","--","--","--","0.0","--","--","5,932","20.0","No","00:39:33","1","28.0","--","--","--","00:39:21","00:39:51","659","712"
Running,2021-11-30 11:05:34,false,"Canberra Running","5.82","354","00:42:32","148","174","3.5","149","181","7:18","5:12","131","116","0.92","--","--","--","--","--","--","0.0","--","--","6,724","26.0","No","00:42:32","1","33.0","--","--","--","00:42:12","00:44:58","1,893","1,950"
Running,2021-11-22 09:30:06,false,"Melbourne Running","6.16","326","00:41:19","142","167","3.1","155","180","6:43","4:18","67","65","0.96","--","--","--","--","--","--","0.0","--","--","6,664","21.0","No","00:41:19","1","27.0","--","--","--","00:40:52","00:44:11","1,203","1,227"
Running,2021-11-20 08:53:52,false,"Sydney Running","5.60","301","00:38:55","140","163","3.2","151","174","6:57","4:35","35","38","0.95","--","--","--","--","--","--","0.0","--","--","6,162","23.0","No","00:38:55","1","28.0","--","--","--","00:38:31","00:40:42","1,242","1,264"
Running,2021-11-16 14:51:38,false,"Sydney Running","5.63","279","00:50:39","116","161","2.1","126","173","8:59","4:51","57","60","0.88","--","--","--","--","--","--","0.0","--","--","6,904","24.0","No","00:50:39","1","28.0","--","--","--","00:49:57","00:56:57","1,201","1,230"
Treadmill Running,2021-11-14 10:26:41,false,"Treadmill Running","4.14","224","00:38:37","123","150","2.2","117","174","9:21","4:40","--","--","0.90","--","--","--","--","--","--","0.0","--","--","4,650","25.0","No","00:06:26.7","5","28.0","--","--","--","00:29:01","00:38:37","--","--"
Treadmill Running,2021-11-13 16:42:28,false,"Treadmill Running","2.41","108","00:31:56","91","134","1.0","103","143","13:16","7:30","--","--","0.73","--","--","--","--","--","--","0.0","--","--","3,526","25.0","No","00:04:36.7","3","27.0","--","--","--","00:27:38","00:31:56","--","--"
Treadmill Running,2021-11-12 16:46:20,false,"Treadmill Running","6.23","322","00:43:17","138","171","3.3","149","176","6:57","4:24","--","--","0.94","--","--","--","--","--","--","0.0","--","--","6,620","24.0","No","00:04:57.8","7","29.0","--","--","--","00:38:22","00:43:17","--","--"
Treadmill Running,2021-11-09 17:51:56,false,"Treadmill Running","6.02","314","00:42:47","134","158","3.2","149","174","7:07","4:35","--","--","0.93","--","--","--","--","--","--","0.0","--","--","6,540","24.0","No","00:00:11.3","7","28.0","--","--","--","00:39:14","00:42:47","--","--"
Treadmill Running,2021-11-07 14:52:09,false,"Treadmill Running","8.78","432","01:00:39","134","154","3.3","158","174","6:54","4:39","--","--","0.91","--","--","--","--","--","--","0.0","--","--","9,654","24.0","No","00:06:02.9","9","29.0","--","--","--","00:58:26","01:00:39","--","--"
Treadmill Running,2021-11-06 18:00:46,false,"Treadmill Running","2.22","225","00:50:21","110","134","1.5","64","148","22:37","8:45","--","--","0.69","--","--","--","--","--","--","0.0","--","--","4,024","26.0","No","00:16:15","3","28.0","--","--","--","00:27:49","00:50:21","--","--"
Running,2021-11-05 12:26:57,false,"Seattle Running","5.44","310","00:35:34","151","172","3.5","162","178","6:32","4:55","57","54","0.95","--","--","--","--","--","--","0.0","--","--","5,850","19.0","No","00:35:34","1","26.0","--","--","--","00:35:27","00:36:39","1,180","1,209"
Treadmill Running,2021-11-03 18:09:58,false,"Treadmill Running","5.77","282","00:33:56","143","162","3.3","155","173","5:52","4:23","--","--","1.09","--","--","--","--","--","--","0.0","--","--","5,344","24.0","No","00:04:14.5","6","27.0","--","--","--","00:32:44","00:33:56","--","--"
Treadmill Running,2021-11-02 18:19:57,false,"Treadmill Running","4.61","277","00:33:03","147","164","3.4","153","171","7:10","5:36","--","--","0.91","--","--","--","--","--","--","0.0","--","--","5,158","25.0","No","00:05:50.1","5","29.0","--","--","--","00:30:53","00:33:03","--","--"
Trail Running,2021-10-30 09:13:50,false,"King County Trail Running","16.67","1,221","03:29:59","131","181","4.0","101","232","12:36","5:01","694","790","0.79","--","--","--","--","--","--","0.0","--","--","23,724","12.0","No","00:05:38.9","17","25.0","--","--","--","03:12:31","03:47:53","1,402","2,116"
Treadmill Running,2021-10-28 18:15:44,false,"Treadmill Running","3.49","167","00:20:23","141","166","3.0","151","162","5:51","4:57","--","--","1.13","--","--","--","--","--","--","0.0","--","--","3,110","26.0","No","00:02:53.8","4","28.0","--","--","--","00:19:45","00:20:23","--","--"
Running,2021-10-26 17:55:06,false,"Seattle Running","5.47","303","00:34:23","151","170","3.7","160","174","6:17","4:38","50","56","1.00","--","--","--","--","--","--","0.0","--","--","5,688","18.0","No","00:34:23","1","28.0","--","--","--","00:34:05","00:37:21","1,169","1,197"
Running,2021-10-22 12:59:25,false,"Seattle Running","4.14","235","00:31:56","137","162","2.8","142","173","7:43","4:50","52","50","0.91","--","--","--","--","--","--","0.0","--","--","4,718","18.0","No","00:31:56","1","26.0","--","--","--","00:31:44","00:32:17","1,187","1,227"
Running,2021-10-21 17:51:57,false,"Seattle Running","5.73","336","00:39:53","145","169","3.0","157","173","6:57","4:41","81","88","0.91","--","--","--","--","--","--","0.0","--","--","6,558","15.0","No","00:39:53","1","27.0","--","--","--","00:39:31","01:14:15","1,160","1,217"
Running,2021-10-19 17:52:36,false,"Seattle Running","4.84","241","00:32:42","134","155","2.6","158","170","6:45","5:05","43","34","0.94","--","--","--","--","--","--","0.0","--","--","5,444","19.0","No","00:32:42","1","23.0","--","--","--","00:32:26","00:36:28","1,175","1,202"
Treadmill Running,2021-10-12 18:32:52,false,"Treadmill Running","3.60","306","01:25:05","101","161","1.2","60","250","23:38","3:38","--","--","0.69","--","--","--","--","--","--","0.0","--","--","5,910","25.0","No","00:10:43","4","28.0","--","--","--","00:39:13","01:25:05","--","--"
Treadmill Running,2021-09-30 17:41:41,false,"Treadmill Running","2.79","185","00:39:14","110","137","1.1","108","167","14:05","6:33","--","--","0.66","--","--","--","--","--","--","0.0","--","--","4,670","24.0","No","00:12:06","3","27.0","--","--","--","00:32:47","00:39:14","--","--"
Running,2021-09-28 17:35:55,false,"Seattle Running","10.78","527","01:06:03","144","163","3.1","167","180","6:08","5:12","61","61","0.98","--","--","--","--","--","--","0.0","--","--","11,246","20.0","No","01:06:03","1","25.0","--","--","--","01:05:50","01:08:00","1,170","1,197"
Running,2021-09-25 11:18:08,false,"Seattle Running","10.55","529","01:18:38","131","163","3.0","147","192","7:27","5:03","115","108","0.91","--","--","--","--","--","--","0.0","--","--","11,798","23.0","No","01:18:38","1","33.0","--","--","--","01:18:14","01:21:23","1,177","1,219"
Running,2021-09-24 12:38:21,false,"Seattle Running","5.09","267","00:31:00","149","166","3.3","163","176","6:05","4:53","56","40","1.01","--","--","--","--","--","--","0.0","--","--","5,066","25.0","No","00:31:00","1","30.0","--","--","--","00:31:00","00:31:00","-10","16"
Running,2021-09-20 17:19:54,false,"Seattle Running","4.33","277","00:45:54","125","165","2.3","127","194","10:36","5:05","211","223","0.74","--","--","--","--","--","--","0.0","--","--","6,630","23.0","No","00:18:09","2","29.0","--","--","--","00:44:15","00:58:48","1,208","1,280"
Running,2021-09-19 11:49:12,false,"Seattle Running","17.19","856","02:04:59","136","156","3.5","153","238","7:16","5:02","81","116","0.90","--","--","--","--","--","--","0.0","--","--","20,088","21.0","No","02:04:59","1","28.0","--","--","--","02:04:18","02:12:48","1,190","1,232"
Running,2021-09-16 17:29:24,false,"Seattle Running","10.63","528","01:06:31","143","162","3.2","166","178","6:15","4:45","65","55","0.97","--","--","--","--","--","--","0.0","--","--","11,180","22.0","No","01:06:31","1","26.0","--","--","--","01:06:24","01:08:13","1,175","1,207"
Running,2021-09-14 08:27:10,false,"Seattle Running","5.64","307","00:39:41","140","160","2.9","163","194","7:02","4:45","109","119","0.87","--","--","--","--","--","--","0.0","--","--","6,694","20.0","No","00:39:41","1","27.0","--","--","--","00:39:32","00:41:14","1,192","1,276"
Running,2021-09-13 12:12:22,false,"Seattle Running","5.56","279","00:35:02","140","164","3.2","158","224","6:18","4:27","57","53","1.00","--","--","--","--","--","--","0.0","--","--","5,646","23.0","No","00:35:02","1","27.0","--","--","--","00:34:47","00:35:32","1,112","1,139"
Running,2021-09-09 17:13:17,false,"Seattle Running","10.10","542","01:06:15","147","168","3.7","159","194","6:34","4:33","41","47","0.96","--","--","--","--","--","--","0.0","--","--","10,848","27.0","No","01:06:15","1","32.0","--","--","--","01:05:55","01:07:50","1,174","1,199"
Running,2021-09-07 17:54:54,false,"Seattle Running","5.55","299","00:35:58","144","172","3.3","164","178","6:29","4:50","53","49","0.94","--","--","--","--","--","--","0.0","--","--","5,900","28.0","No","00:35:58","1","29.0","--","--","--","00:35:58","00:35:58","1,144","1,169"
Trail Running,2021-09-05 15:19:34,false,"Bellevue Trail Running","8.30","554","01:04:06","152","175","3.9","152","190","7:44","5:01","191","184","0.85","--","--","--","--","--","--","0.0","--","--","10,144","26.0","No","00:01:54.4","9","29.0","--","--","--","01:03:49","01:06:49","1,196","1,323"
Running,2021-09-02 17:34:27,false,"Seattle Running","10.59","566","01:15:28","142","164","3.6","152","224","7:08","4:40","59","57","0.92","--","--","--","--","--","--","0.0","--","--","11,626","26.0","No","01:15:28","1","30.0","--","--","--","01:15:03","01:23:57","234","261"
Running,2021-08-26 17:50:20,false,"Seattle Running","5.18","280","00:33:49","142","160","3.2","162","176","6:32","5:09","64","60","0.95","--","--","--","--","--","--","0.0","--","--","5,586","23.0","No","00:33:49","1","27.0","--","--","--","00:33:41","00:34:28","1,178","1,221"
Running,2021-08-23 12:12:05,false,"Seattle Running","4.99","252","00:37:38","132","161","2.5","146","240","7:32","4:29","47","46","0.91","--","--","--","--","--","--","0.0","--","--","5,616","24.0","No","00:37:38","1","28.0","--","--","--","00:37:26","00:41:48","63","89"
Treadmill Running,2021-08-20 08:02:17,false,"Treadmill Running","4.82","273","00:45:23","122","163","3.0","119","246","9:25","6:12","--","--","0.89","--","--","--","--","--","--","0.0","--","--","5,716","24.0","No","00:07:53.3","5","27.0","--","--","--","00:42:23","00:45:23","--","--"
Running,2021-08-18 17:10:03,false,"Seattle Running","6.13","329","00:44:50","137","165","2.7","149","236","7:18","4:41","121","121","0.92","--","--","--","--","--","--","0.0","--","--","7,000","27.0","No","00:44:50","1","29.0","--","--","--","00:44:25","00:48:05","1,186","1,288"
Treadmill Running,2021-08-16 18:20:04,false,"Treadmill Running","3.90","201","00:34:32","119","141","2.4","142","173","8:51","5:00","--","--","0.79","--","--","--","--","--","--","0.0","--","--","4,930","25.0","No","00:07:14.8","4","29.0","--","--","--","00:32:01","00:34:32","--","--"
Trail Running,2021-08-14 11:55:37,false,"Seattle Trail Running","11.15","550","01:39:10","132","179","3.8","129","178","8:54","4:57","233","231","0.86","--","--","--","--","--","--","0.0","--","--","14,204","24.0","No","00:02:10.3","12","32.0","--","--","--","01:38:27","01:57:34","1,159","1,219"
Running,2021-08-12 13:50:44,false,"Seattle Running","5.05","292","00:38:24","140","169","3.3","136","238","7:36","4:21","44","41","0.97","--","--","--","--","--","--","0.0","--","--","5,812","28.0","No","00:38:24","1","35.0","--","--","--","00:38:08","00:43:38","1,178","1,215"
Running,2021-08-10 12:39:39,false,"Seattle Running","4.70","269","00:35:36","139","168","3.0","137","170","7:35","4:38","30","37","0.96","--","--","--","--","--","--","0.0","--","--","5,348","24.0","No","00:35:36","1","32.0","--","--","--","00:35:18","00:42:20","1,178","1,203"
Treadmill Running,2021-07-08 12:21:17,false,"Treadmill Running","5.54","225","00:31:02","131","152","2.8","154","173","5:36","4:13","--","--","1.15","--","--","--","--","--","--","0.0","--","--","4,782","24.0","No","00:04:02.6","6","27.0","--","--","--","00:30:18","00:31:02","--","--"
Running,2021-07-06 17:19:25,false,"Seattle Running","6.45","351","00:49:20","136","160","3.0","139","173","7:39","4:38","61","56","0.94","--","--","--","--","--","--","0.0","--","--","7,230","29.0","No","00:49:20","1","33.0","--","--","--","00:48:51","00:52:36","1,174","1,220"
Running,2021-06-30 18:39:18,false,"Seattle Running","5.82","256","00:39:31","125","151","2.6","141","173","6:47","1:18","15","17","1.05","--","--","--","--","--","--","0.0","--","--","5,686","26.0","No","00:39:31","1","29.0","--","--","--","00:39:17","00:44:10","1,190","1,198"
Running,2021-06-28 08:34:57,false,"Seattle Running","5.03","275","00:39:53","137","167","3.0","139","239","7:56","5:01","53","42","0.90","--","--","--","--","--","--","0.0","--","--","5,898","31.0","No","00:39:53","1","34.0","--","--","--","00:39:36","00:42:18","1,479","1,517"
Treadmill Running,2021-06-25 12:36:32,false,"Treadmill Running","4.91","211","00:32:16","124","152","2.5","146","171","6:34","4:59","--","--","1.03","--","--","--","--","--","--","0.0","--","--","4,798","27.0","No","00:05:12.5","5","29.0","--","--","--","00:30:22","00:32:16","--","--"
